ID,YearBuilt,Age,ConcreteType,DesignType,Rated_Load_Capacity,SlabThickness,Bear_Surface_Area,No_Of_Beams,Length,Width,Height,MinimumTemperature,AverageTemperature,MaximumTemperature,MinimumRelativeHumidity,AverageRelativeHumidity,MaximumRelativeHumidity,AverageWindSpeed,MinimumNO2,AverageNO2,MaximumNO2,MinimumSO2,AverageSO2,MaximumSO2,MinimumCO,AverageCO,MaximumCO,MinimumCO2,AverageCO2,MaximumCO2,MinimumRain,AverageRain,MaximumRain,MinimumWaterLevel,AverageWaterLevel,MaximumWaterLevel,MinimumTrafficVolume,AverageTrafficVolume,MaximumTrafficVolume,SpeedLimit,No_of_Maintenance,No_Of_Vehicle_Passed,AverageTimeGapInMaintenance,Crack_Surface_Area,Durability,RemainingLifeSpan,MaintenanceRequired
6198,1937,88,High-Strength,Beam,15.73185162,0.874913711,29.45300012,18,394.6958366,24.35221162,51.2466351,9.312178709,12.91020335,48.93933828,22.72692829,64.24720525,86.785446,12.2263862,2.0893817,34.55429173,99.12312503,4.929827801,26.47074141,58.46109157,0.574232503,2.174134681,9.850192879,300.4199753,411.8349048,520.5988204,3.769831016,42.57028236,167.4555683,0.452452617,2.863091597,6.211010501,579,1364,9807,39,4,8868324,2.793482375,5.983980205,96.36446725,55.84620655,No
6199,2013,12,Self-Consolidating,Truss,28.00648007,0.229622764,122.544607,11,396.2201627,33.65312041,84.49620763,-19.41123551,9.626747772,29.63781299,16.69890349,65.81479825,92.76236362,19.56619257,11.1757746,45.61455816,78.68727282,2.083733425,20.92753759,41.30417497,0.161140572,3.93164082,6.859540097,341.0672261,409.1699015,477.9191899,1.264523109,27.64090878,88.22709816,0.870880459,1.354477279,7.042071289,719,1700,5605,87,7,559579,1.723950222,0.121860304,95.03157414,24.14385556,No
6200,2020,5,Self-Consolidating,Truss,66.45515119,0.492643693,63.63658739,10,620.4334971,47.927727,96.56709355,-3.548172835,19.78792591,36.87992109,24.91582921,55.04363276,98.86372104,19.50559612,4.217402513,33.69256818,55.42912879,5.045741371,22.7361716,37.2069961,0.029795782,1.429473971,9.101467887,329.1991865,383.168793,588.5651206,7.207179998,10.52933618,71.69588435,0.371335296,2.334425239,9.223292576,548,4465,8718,43,19,7525262,9.907729298,5.614460319,58.53548998,29.39460405,No
6201,1900,125,Self-Consolidating,Truss,37.39279552,0.258386447,180.5150511,10,573.2839792,48.14610416,5.417368408,-24.77531563,8.513802307,31.99273277,39.03797059,68.69465146,73.63623773,16.34496053,5.689393842,35.91657234,67.83264205,6.820195766,29.86705752,39.51609078,0.055711841,3.682433854,8.975150308,312.8227474,395.9854867,481.3319822,6.299471142,11.83969322,134.0950101,0.159247387,3.792393694,7.099642699,186,2747,8326,76,19,5194374,6.147532384,3.925503109,65.39048065,68.65918082,No
6202,2001,24,Self-Consolidating,Truss,87.26538695,0.935395336,40.83371843,18,297.5322058,8.198492637,99.07310961,-5.762889663,13.25150582,38.38750681,26.66366395,48.85315136,72.38556738,2.332069271,13.77775348,47.9368187,78.48593121,0.025941449,24.20010369,57.3914541,0.50810084,4.68814009,8.77602377,326.7510222,422.2428726,549.2687886,5.828700662,13.98761722,74.13170769,0.224339807,2.969936472,7.459833605,240,3653,5327,100,11,4089031,6.820315348,1.876803966,65.27649255,26.38221326,No
6203,1937,88,High-Strength,Cable-Stayed,22.54752884,0.580249741,186.7296395,10,472.4095214,5.084795523,12.16884503,-2.404452991,26.54654886,30.63337289,13.35304546,63.72147586,71.11744959,18.46370469,14.93674665,29.55209539,71.47637266,0.91665748,13.65926067,58.76920759,0.342840629,2.461520868,7.709929329,337.7564303,440.6573793,540.9905782,8.851443545,49.79985372,187.0846895,0.895425571,2.742641966,8.658529797,314,3509,5243,87,17,263709,4.867370697,9.582299768,91.58811168,18.09361348,Yes
6204,1984,41,Self-Consolidating,Arch,96.68417712,0.452925156,73.22037846,15,339.1878954,48.19929778,84.49932308,-26.38827315,24.73376435,44.57458035,37.35655281,43.81160923,76.37862239,8.790910725,6.471365919,43.5534114,87.25306337,4.835958824,28.9279417,39.21168609,0.860121063,2.311871723,9.588550339,308.1714082,394.446857,492.1235811,4.170733277,19.69635511,195.719089,0.954488608,4.986330104,9.896090898,625,2319,5929,95,8,8358258,5.619274717,3.343714322,88.01193427,52.69243579,No
6205,2011,14,Normal,Arch,92.11374024,0.593990164,174.7880954,18,740.4026462,29.08924709,95.28026505,-18.20206089,12.02606348,20.9410264,13.30034233,51.05100371,85.87823277,1.691331155,11.18013418,34.32665893,97.95845324,0.983059677,13.27662056,53.90251059,0.384422157,4.813976278,5.36803525,332.5884515,431.7472674,577.696012,9.271357487,21.26203159,152.3331916,0.836411705,1.887030612,5.07221446,516,2181,7362,94,7,1250559,5.501868029,5.814069618,57.99765351,27.61861159,Yes
6206,1928,97,Normal,Cable-Stayed,89.87761504,0.62627686,190.3092188,18,131.2778378,36.51802434,58.30579288,-4.339014112,15.49294211,42.23922181,23.72463084,53.32461727,75.0564454,14.01585995,13.15658799,39.91789965,58.39428292,3.504431888,18.67992459,46.01086832,0.595918541,4.726433406,6.086849711,327.1058441,427.0318189,577.0195641,7.829931948,43.30190429,117.4115716,0.200500107,3.89211943,5.583779825,475,4101,5402,80,6,1944008,1.421734124,1.510381309,60.43655218,60.10457692,Yes
6207,1904,121,High-Strength,Arch,25.57621376,0.876985977,197.409081,3,752.7486187,46.06687211,57.41278233,-5.914595999,17.6921639,20.41502217,23.85186425,56.62201417,77.41831951,14.32621992,10.44750162,25.20818696,78.08656985,8.758260292,24.17206492,33.25196889,0.164846728,4.190629013,6.047632293,344.7812437,399.5499859,530.1758839,4.836975917,13.12167638,198.579501,0.169710484,2.929472142,5.509399927,242,3515,9447,110,2,8859228,9.411720195,2.583195208,57.02809244,24.8605987,No
6208,2012,13,Self-Consolidating,Truss,39.65465118,0.633942189,162.6827401,16,169.5553551,24.49195696,68.55632011,-3.271535207,19.1753725,48.88667691,31.84617049,42.26286506,74.91718148,2.106499125,0.043058558,30.63725734,65.5153805,6.395194053,19.28729634,56.61273405,0.319112438,2.826442141,5.073656162,344.1859919,421.6096923,544.1498043,7.239806072,43.92648371,174.7413483,0.566053653,3.237576824,9.559365422,818,1424,9452,104,18,2190238,6.275171319,8.594311266,75.57505512,72.46221712,Yes
6209,1973,52,Self-Consolidating,Arch,82.3687158,0.545105138,29.32044291,12,312.9221715,24.82939769,38.51899091,-25.02223705,12.51033617,21.216455,30.39084628,51.86542029,96.39236598,1.259417157,2.165716487,42.60296047,66.69759817,2.552011724,10.88858844,40.54774938,0.394929142,1.904751332,9.951332406,337.0237422,376.5823925,550.0065261,8.767569135,40.60549162,197.9202575,0.066857699,2.742773557,8.179166284,384,3307,7585,45,11,5439232,2.863065375,7.811147531,91.64855344,30.79791311,Yes
6210,1991,34,Self-Consolidating,Beam,82.7027259,0.969083558,20.52195788,6,339.9984695,12.51417069,20.75132324,-9.387623334,18.3525021,43.85006165,28.49418674,49.35515323,96.17366126,19.17767188,1.921162881,34.53125119,68.58643492,0.316307464,20.8841116,49.33364714,0.573626985,4.199856419,5.162821596,328.2659259,405.8093879,573.8089377,2.888295684,18.86504425,67.28731097,0.261352005,2.770040887,7.859066142,881,4806,6037,66,19,6307585,6.129221748,4.95795967,62.26148059,38.61403917,Yes
6211,1920,105,Self-Consolidating,Arch,73.46578737,0.97484651,150.5485146,10,990.5080537,45.76227263,11.30943159,7.104291543,24.33127933,40.98822581,29.09641945,53.8577119,83.87856549,13.39602272,7.71363942,29.57279347,77.73123363,3.087462197,11.38992803,56.59822637,0.474611146,1.074636663,5.721268307,319.5959643,428.5427644,488.1708164,1.31636694,24.18799253,97.08093015,0.908775909,3.691031626,8.43426514,695,4150,7864,47,8,8729649,3.207825081,3.829252377,78.4607939,94.01774051,Yes
6212,2013,12,High-Strength,Beam,50.32457934,0.230733427,180.4375433,10,593.9237649,34.14529877,88.70461261,8.150837288,22.14952935,45.82253573,32.81482125,61.89591363,79.84998409,5.236385966,8.74309698,41.07848717,60.06888328,9.659524498,19.96144803,58.70297895,0.240794594,1.611733106,7.626527911,323.1693289,358.24899,565.3485241,0.729796853,26.94992316,168.1062043,0.217697942,4.248410602,7.991975409,202,4109,7497,46,15,1866627,5.769023675,5.081298631,79.06565675,45.27939218,No
6213,1970,55,Self-Consolidating,Suspension,38.04303436,0.765476606,41.55081486,15,779.7786504,13.11211613,56.99611671,-24.93082803,28.77362507,23.85427807,15.16747865,44.5388451,97.67466016,10.27310268,6.489038709,35.08176822,97.1540055,3.484209067,16.27596107,53.70153102,0.09125546,2.757761561,5.714476431,304.8620375,397.926956,554.538883,1.180720414,42.34583439,170.6616345,0.449407997,2.359762276,5.566923033,834,1924,5345,92,15,7831509,3.720786817,4.630139552,84.42124056,21.70296214,No
6214,1966,59,High-Strength,Beam,96.66621426,0.497406452,188.8028146,9,559.824204,30.19064066,70.93670846,5.775893933,10.96616606,30.64615221,39.29080728,60.47559646,88.90396073,12.87182659,11.40921265,38.20239429,86.26943484,1.928287933,28.29415454,54.83918683,0.638912664,2.807010477,9.061013919,344.607094,376.4064727,515.510155,6.044397975,31.91295941,105.343233,0.520091669,4.301888574,5.905439907,658,1520,6105,68,16,7588926,4.181447668,6.117206523,73.75499167,98.05742439,Yes
6215,2008,17,Self-Consolidating,Beam,22.53360429,0.740159736,125.9432802,12,983.3263893,19.76737723,36.54495745,-6.940910559,21.95590714,22.58044231,26.3689276,50.70961578,74.88339427,9.497821181,1.917377806,42.58574732,53.91900917,4.382463205,18.42535472,35.14109042,0.870940695,2.67449744,6.920172986,330.4736718,363.8866373,571.4832057,6.792276212,29.58923774,125.3457612,0.436221327,2.24822976,7.058552726,350,3480,9005,61,3,5458231,7.320577357,5.203429376,52.95009231,85.55259677,Yes
6216,1946,79,Self-Consolidating,Truss,13.93786549,0.709537915,33.56176856,13,185.6075377,11.62318864,81.66581148,0.116711826,28.74228044,28.65486083,31.64517705,49.19221395,94.30600704,4.149921938,19.79981072,26.90352955,67.26106195,7.394979927,25.24725661,42.55246152,0.256051345,2.435368479,5.616853619,325.277443,409.0891182,516.9069881,9.246908095,28.41377625,186.9463127,0.467120469,1.763000353,5.65385726,596,3903,6649,90,6,1602717,1.852119794,6.763133578,71.54653888,79.01705223,No
6217,1983,42,Normal,Truss,10.8217468,0.464083611,41.73639664,8,608.825388,13.18412513,38.24251914,-23.97413742,7.402758285,38.28037068,27.36671447,52.06776311,79.31936271,1.361914909,8.030862799,33.46583559,81.44822895,8.580203051,16.11311925,32.35676304,0.024144967,3.834603544,6.970903089,307.9629867,398.3698426,478.7514592,6.383475729,43.26681069,85.41989443,0.953105258,3.119975763,5.470620956,143,2176,6246,104,17,1936807,5.081074029,0.56234269,50.35982785,85.58004338,No
6218,1982,43,High-Strength,Truss,79.75242187,0.989326978,22.53154119,4,799.4082466,30.1665721,7.827309028,-0.485356454,19.04800045,49.09706001,36.26249723,65.67958328,95.86059632,16.38433571,0.898710929,47.73127901,96.22436211,0.793537707,17.76966348,48.20151257,0.478568376,4.119348716,6.250760607,301.3661787,433.7505838,480.1405294,9.671590981,37.30725985,118.1314766,0.962149403,2.030031265,6.953496897,433,3140,7943,46,15,5172928,2.790498395,6.221658275,67.32939614,78.26172983,No
6219,1934,91,Normal,Beam,15.10346314,0.485687563,37.2109042,4,632.2705813,30.39733517,37.00592069,-27.15689829,29.60979546,27.62765218,27.6172321,42.01991187,86.06750102,12.10912196,14.82881901,41.8603428,72.6449943,3.330555053,19.36998221,45.24792447,0.243121051,1.836508659,8.672802864,343.9067085,370.6369111,506.5509234,8.741900753,17.17434263,54.84938398,0.097789537,1.870012569,6.697833069,949,2274,6673,57,16,2870307,3.170090393,9.51288724,77.853686,75.11134803,Yes
6220,1967,58,High-Strength,Cable-Stayed,58.4779244,0.705585271,149.1035481,15,897.9668226,40.54733515,85.78096061,-4.679334996,6.535784166,30.22078844,12.86879696,57.23381993,90.78758728,0.782550682,4.364281152,23.38752936,65.13806094,8.600708495,21.72326047,44.82808991,0.533345936,3.447280257,6.938162775,303.022669,366.950411,568.2472207,0.843665689,46.27978269,102.7286743,0.125000873,2.810472701,8.548320169,750,2006,7207,54,17,4065249,3.824487151,8.700611368,99.79773278,60.04029008,No
6221,1968,57,Self-Consolidating,Truss,43.0563197,0.850709125,51.56560622,5,604.7009016,16.15929279,88.20940488,-3.27724363,14.07364919,32.23625198,36.21140981,62.04520629,91.34779391,16.72816824,0.885999251,22.64648182,78.67971279,3.636215532,14.14683662,38.93686626,0.210117971,2.013618503,9.395922029,330.3413713,354.8219126,479.8262371,6.10605017,20.63138051,184.830354,0.26715453,2.234125588,5.557199596,760,2431,9458,63,14,5438872,6.517702434,1.890705452,59.45802088,30.61906225,Yes
6222,1900,125,Self-Consolidating,Truss,23.22171011,0.316371985,116.7142876,15,828.1741635,46.2125022,93.79827062,-3.410724944,7.124988597,20.91946959,13.07033919,58.72552878,71.42567339,9.857637833,4.703664011,42.45317664,62.17298027,3.860474879,19.4834927,43.91812681,0.650033456,1.165903939,6.693825657,300.4584504,371.969857,471.5219195,2.280324399,17.38476551,98.55170368,0.396037662,2.525770875,8.680597259,898,2207,6498,109,9,3336278,1.553305011,6.338958295,61.56566916,72.98389813,Yes
6223,1967,58,High-Strength,Beam,76.65359382,0.440454713,147.0054425,15,184.0391531,28.33758192,52.4504541,-27.65370189,19.64478431,40.65394279,25.64841502,56.06137668,92.11060028,8.977504488,0.512659899,39.30758805,63.79830683,8.53887949,16.20744393,50.49967474,0.974834914,3.607716341,6.903423181,332.0256745,377.7193941,472.3094811,6.560575519,39.47981918,139.6144584,0.155780752,1.230485409,6.083184591,141,4118,9145,107,11,9207793,7.050270368,3.402516813,79.48033936,41.97370328,No
6224,1911,114,Normal,Suspension,14.95061479,0.359178175,180.1027619,4,269.4432554,14.187771,95.87635867,-14.63235149,26.31817134,23.7884822,16.05490701,58.66499906,76.94218416,0.641111506,9.666705364,40.353786,79.32451957,4.597385384,18.86592883,34.35712036,0.656675537,3.549478947,8.487610055,322.411146,443.5756563,567.3483571,6.822988034,41.5640153,99.53780912,0.682214813,2.99245299,7.179805841,239,3731,9650,66,16,6768844,8.32192157,5.401060865,87.18621105,49.70892806,Yes
6225,1959,66,High-Strength,Suspension,38.65544547,0.82545794,122.0861051,14,449.6278916,23.5976259,52.42195852,-0.224177607,11.048563,46.35244476,13.62915322,50.62376203,92.89886114,18.36021277,2.789067775,35.42989128,58.7267138,1.378630463,21.98974543,54.81035989,0.307613327,3.014262637,5.882735606,320.2534936,425.2211249,464.7369625,8.450537681,30.50790341,165.4749537,0.025220537,3.930569706,6.3289239,366,3720,7765,56,6,5569905,8.516908321,3.445333626,85.24621982,9.001436977,Yes
6226,1926,99,High-Strength,Arch,60.59721029,0.840966834,118.2463047,9,853.1015347,46.55116724,19.62196829,1.872712377,10.10606586,32.44391924,13.66734595,52.74228524,79.24868519,2.838460992,17.39810547,40.98272183,60.85397269,2.945059573,18.54130397,39.37759551,0.881383427,4.843464099,8.590664925,344.498419,403.0559331,575.0810569,3.07491224,24.09139232,54.08848693,0.922984604,2.987607794,6.137875987,382,3586,5316,73,3,3033175,2.010070373,5.860333251,85.59846724,7.053453161,No
6227,1955,70,Self-Consolidating,Suspension,46.2174151,0.404755089,183.4363786,7,432.2937981,26.51704443,52.69351184,-13.37967717,18.252187,46.22539735,35.97636734,51.64005165,72.80627059,12.7454188,14.60790943,47.55123745,90.53283621,6.594521824,11.4367943,46.46646511,0.84077416,2.888953489,6.442430913,345.9657292,374.328025,585.7034437,7.976126193,42.75084966,98.45052029,0.697782884,2.032678312,6.932167795,798,4709,5459,72,10,448565,1.652533163,7.515512175,56.16536702,14.29795679,Yes
6228,2005,20,Normal,Truss,33.32333788,0.203304151,66.03192752,3,631.1843484,44.36217997,87.51835105,-23.5193088,13.88454197,42.04149664,20.37413488,57.40005039,88.14165957,2.620907601,17.72737988,32.80170501,76.3169114,3.386800978,17.60552481,47.09829506,0.423238202,3.204821477,5.373300579,315.7965687,414.100137,540.5310885,7.362866762,10.29319925,72.19531759,0.782389149,2.138172742,9.285402872,200,3773,5312,30,6,9591314,5.733367405,2.132029171,78.33933143,43.27288048,No
6229,1922,103,High-Strength,Cable-Stayed,93.34009042,0.538680395,48.70330235,7,401.8534859,12.19247308,79.64053538,-10.02213757,25.65274358,43.36688877,20.58931536,66.5409401,99.67516792,14.33890078,6.371459025,49.96758043,58.5720622,5.585939395,12.28728701,39.21682726,0.85434556,3.926894245,9.494579949,324.4211703,383.4700331,489.9863172,1.034981217,21.85926071,172.7367508,0.592448145,2.127481955,7.35033862,797,4384,5303,111,2,7682157,2.330870999,1.536749035,82.34665734,99.84717683,Yes
6230,1924,101,Normal,Arch,93.78733496,0.749710091,175.8312334,15,807.6631852,46.12812794,46.23505149,-3.989442352,8.349111897,31.27352904,30.55756583,54.18179217,70.74247976,12.72949484,17.15787942,35.23518724,53.6172386,3.090931841,27.47942573,50.84205189,0.573108671,1.785332396,7.610695724,314.6218936,424.0598343,589.531303,1.636819314,42.85608113,129.5437554,0.997681147,3.722307066,8.276694092,455,1916,8504,101,1,3129958,3.690994753,4.052224367,56.06311962,1.3774204,Yes
6231,1920,105,Normal,Cable-Stayed,47.44850856,0.698001744,24.15936253,8,208.2847104,24.37784625,25.19161852,6.816053307,27.86165651,44.38672411,34.95242489,52.15427664,70.50294392,1.453647244,16.5697789,27.04106116,50.00792937,8.856184292,16.05686681,51.2897283,0.592091217,3.81300672,8.586636875,301.9502543,353.6284759,454.9638075,1.973688234,11.88267426,165.7939314,0.450305135,2.863405637,7.153404437,344,2560,7936,94,0,8888375,2.09867225,0.578042469,94.54037388,14.42935088,No
6232,1960,65,High-Strength,Cable-Stayed,45.43699751,0.556559833,46.03960203,18,597.8317833,47.12571246,60.2063627,-2.746220302,25.26849947,36.8271094,34.58316578,60.32808876,75.51211117,3.60820458,1.687671099,42.51766016,50.53475925,7.842664143,23.45207675,51.78377086,0.440940935,2.767564705,5.565170322,342.4846791,404.1580014,454.4990198,9.712263022,14.43823537,170.2274176,0.348971868,4.362924869,7.574207218,745,4391,5440,65,6,3136240,1.199103918,6.256769822,52.33048755,77.43455124,Yes
6233,1962,63,Normal,Truss,37.66465427,0.44155331,88.13807911,4,582.1112865,43.97353338,93.46641003,2.906430278,5.377814029,25.07048479,29.43108062,45.94485991,74.06767527,15.27618402,12.82643186,39.98948888,87.70561447,2.003408981,29.70293649,36.12406097,0.854913165,3.721609919,6.463788166,335.244752,414.9261305,529.1820702,7.112427857,45.55793567,103.7923115,0.916937774,1.806373114,8.360730376,850,1811,7433,47,5,2837750,8.217498669,4.596900263,81.01243307,96.43490285,No
6234,2021,4,Self-Consolidating,Beam,87.01805736,0.579509874,78.63761008,15,409.2094069,34.69848381,21.86176057,-19.41011585,11.96131944,46.76995153,31.53330408,66.7702814,91.8398806,17.86520798,17.71978037,33.61065117,70.32013246,6.459517941,16.83896343,45.81162741,0.597582216,2.598017358,7.470495618,345.0958053,407.5357075,531.9318662,6.563805466,20.72824199,172.4735483,0.35267247,1.847599088,9.422145476,739,1292,8617,67,3,8981312,4.634760661,5.244072108,67.45133979,7.832393144,No
6235,1951,74,Self-Consolidating,Beam,61.11237574,0.212082248,144.1574812,2,708.076776,35.27808876,83.56881999,3.329565394,27.83988526,32.21011431,28.4750891,62.70738248,88.09785498,7.369164722,15.65119899,43.00142606,55.75578573,0.878073429,12.21437162,47.94218334,0.07737088,3.695390296,7.258675929,337.8586499,400.9285826,512.1714865,7.389971099,36.60728344,176.2210999,0.110795331,1.822141433,6.254297641,565,2634,8546,50,2,4198778,6.296398161,9.244125269,99.13482121,72.88854828,Yes
6236,1987,38,Self-Consolidating,Beam,18.05699916,0.259096496,27.44331448,13,38.19184194,14.51785945,18.99583803,-5.521149473,26.38011095,46.93470565,34.95532028,50.49427438,72.47246573,9.047312762,14.21019659,47.86849655,72.96117493,3.633075759,11.39711448,35.19482989,0.494891643,2.281937323,9.491623455,344.8661696,365.8894395,526.7557343,3.152882892,23.18280902,184.750756,0.648433785,3.210473233,9.601963017,581,4747,8250,53,15,1999809,3.181845869,9.460901218,72.12328514,64.30233877,Yes
6237,1924,101,Self-Consolidating,Suspension,86.79886328,0.330141433,100.6599853,4,843.0849887,32.12734005,92.36208328,-8.040419572,17.32541348,37.27506693,20.33874103,46.2506748,73.48654951,5.538006452,10.00999408,21.90741542,95.61683177,5.624812289,23.32498627,38.5301766,0.448899877,1.693664016,9.480628007,348.7494006,449.7537021,509.6117749,6.00321806,19.35452873,131.9692055,0.244970312,3.315553336,9.183305299,292,4509,8926,82,10,724453,8.349133432,6.003065291,67.94225234,69.6159537,Yes
6238,2008,17,Normal,Beam,58.1397643,0.700324286,163.6254367,13,354.4855773,29.72730074,70.85933821,-19.32545703,18.68309737,21.54054444,17.1410841,59.18715878,92.83977247,19.38803278,18.66245286,46.21036023,70.06954852,9.536869094,25.77975309,34.68421708,0.768810424,2.660551413,9.768650144,311.8093857,428.8302032,586.3018249,1.880445488,14.67179558,66.39061051,0.571902535,4.054807139,6.572924572,750,3448,6055,84,15,1142723,1.203824528,4.344879614,64.76479975,43.75502244,Yes
6239,1954,71,Self-Consolidating,Truss,47.40326237,0.375039369,139.8352721,15,795.0923439,20.03661664,15.37223114,-21.84417601,7.020415399,43.54592612,15.89958575,68.77556474,76.37916468,6.396630776,17.3952447,33.49959386,51.17090302,7.630279086,21.1539278,34.91948431,0.98433053,2.920036048,5.025968036,317.8041607,431.2406419,552.4000176,4.371540574,43.7577619,75.43988109,0.360925645,1.871101696,7.456625454,322,1412,7317,40,17,9090687,9.467788824,6.360044757,76.31218333,75.98023061,No
6240,1945,80,High-Strength,Suspension,40.40784493,0.538703135,130.0133219,2,312.0088967,27.75296859,24.23035721,-8.244925181,24.99524756,20.76655675,28.10785621,66.23671338,74.3855607,1.61969684,12.45626263,35.58617364,60.58091322,3.573618622,27.75172265,34.88939436,0.414003845,3.456506481,5.43942474,349.0083731,384.901979,464.3322404,9.107591926,32.58944968,148.9225626,0.201332474,3.193860409,6.431057944,443,2956,7977,64,4,5580837,6.552983199,0.937143661,97.10117462,46.0348853,Yes
6241,1931,94,Self-Consolidating,Beam,18.94839313,0.697128673,55.47837439,6,196.0274024,46.81145984,93.05756333,5.657558883,6.908795442,22.9746636,17.11224967,42.31653157,71.67741589,4.762121027,1.06535428,21.08792369,80.50831722,9.323611532,18.12727593,45.27065212,0.601573693,4.277274711,5.747400116,314.7286162,429.5609207,586.6013638,6.467763709,34.57135326,128.4185094,0.15299381,1.548434946,5.784816471,263,1272,5367,76,11,8482244,5.809881089,1.59692162,60.91688281,27.23835833,No
6242,1954,71,High-Strength,Cable-Stayed,96.10319408,0.864461446,84.79021751,8,395.5945784,5.238754871,53.2188118,-20.58488361,21.09753178,30.11155314,13.89907931,48.33110702,93.78097348,9.615975708,17.28975895,26.30890868,62.07609043,2.104488006,15.36299042,58.66792896,0.784323758,1.254755194,9.526763936,347.1916918,376.2843412,552.1757715,6.846192003,40.18338661,148.8535498,0.027138283,3.302529938,6.252617323,688,3073,5490,113,5,4508615,9.437013673,0.055702278,92.02939398,84.53846815,Yes
6243,1995,30,High-Strength,Truss,76.71191657,0.639725216,44.33746512,7,799.3932835,23.77058418,48.08162616,-18.85228533,7.847370005,38.9342119,38.93485939,60.62024007,98.23498785,6.910128848,18.32253637,41.07286242,97.20015982,8.328744783,10.08964859,33.23282772,0.817704534,4.130460987,5.600287377,330.9780964,386.7663375,557.1694804,6.505360658,25.68266648,145.2790371,0.048841182,3.370540853,9.300889768,288,4071,6249,37,11,8356332,7.735689447,0.427879955,77.67526646,18.37703775,Yes
6244,1904,121,Self-Consolidating,Truss,21.85998068,0.341701203,106.6957602,19,706.4828549,20.01374243,10.53583446,7.916837206,15.84216337,32.83604533,21.34127895,56.28110404,95.2634367,9.598993501,1.427984398,32.19880776,92.64580866,5.114438176,25.39880319,40.21303161,0.503556542,3.214760466,6.611597416,313.9249856,430.3915996,533.378225,8.199160886,44.59979815,94.95771423,0.793038117,3.201598289,7.517523775,789,3474,9263,68,9,998984,8.342010838,9.613349382,65.25966165,72.95532986,Yes
6245,1935,90,Self-Consolidating,Arch,56.01419372,0.96139162,120.9919734,7,407.0208898,48.25539803,12.98378018,-28.93571276,14.00128823,31.92813572,36.82281688,45.839993,70.42630276,13.16753341,11.79214608,30.44096602,85.50337305,9.426398239,26.24179831,44.13567458,0.537181997,4.68087008,5.296769887,321.8680808,423.9799999,560.2323907,4.962740491,32.76325844,77.67371168,0.151422059,4.172749917,6.132037682,611,1894,9146,65,4,2392607,2.411221432,5.081802411,76.40746292,72.61146363,No
6246,2009,16,Normal,Truss,60.0017678,0.27201212,129.9244179,12,938.4900372,48.82524041,70.70661613,-10.58443529,15.37042547,32.83896979,31.1325444,65.98185517,77.46096066,6.257051211,2.460467726,22.23453785,63.91673505,4.613409268,16.27488444,33.25675299,0.239304689,1.929065501,5.905656086,300.4059091,406.4596015,525.0588769,0.980016836,24.63143844,142.2732913,0.607974394,3.978425549,8.056408191,383,2253,5316,117,13,7255609,5.940668715,6.913655323,54.80772909,86.35625474,No
6247,2005,20,High-Strength,Cable-Stayed,25.10998813,0.493695433,176.4315907,4,414.688424,31.3547241,78.8087181,-8.849315178,19.43610325,23.80918296,20.45339688,68.97156483,94.24367801,9.267256288,9.695174266,41.81530845,54.11583515,0.137757862,27.54909553,49.1252357,0.988073242,3.232782105,8.893445051,309.2873469,369.4135775,455.0290481,8.710849377,42.29795811,83.78094768,0.429544422,4.88052511,9.522625564,169,1060,5809,36,3,7388015,8.091110023,0.466880335,89.92481134,90.82668896,No
6248,1948,77,Self-Consolidating,Truss,48.4499376,0.937059153,21.74766568,10,357.245201,29.75031358,87.36561845,-2.971008554,8.509571633,40.97610399,14.26323427,51.6366447,93.24641725,16.41106231,6.61191806,24.66645977,89.32551127,3.312922229,13.72884155,33.4141936,0.224760523,4.001445695,7.264893117,331.4450598,369.5038769,477.3391464,5.004555152,15.73511208,173.9633901,0.234854701,1.939887467,5.858305713,497,4226,9312,35,4,7009043,1.561043457,2.736019097,64.65783527,17.44118856,No
6249,2005,20,Normal,Arch,68.11715039,0.681866771,83.77937509,4,153.2717218,45.64456236,52.76693902,-22.24056763,10.57651186,26.03350102,35.24699621,57.80955382,75.53145221,18.09318472,9.357880667,31.60220146,59.93282728,2.691909433,29.16968345,51.67810862,0.298294158,2.49137153,5.947300737,346.4576704,403.6923703,553.9553453,2.050750417,18.57567386,153.8508111,0.847675641,4.229334964,7.949887926,859,2940,5664,75,3,136420,5.829202378,6.768090529,58.48429498,65.55910127,No
6250,1957,68,Self-Consolidating,Truss,35.56095146,0.730121809,122.284437,7,79.57585929,5.294411319,36.21449202,-7.143489027,7.636860262,33.05032461,36.74781645,50.62420193,93.13804185,14.94678576,7.932422683,26.74630434,89.75110721,9.82126336,21.05790435,35.37251827,0.395476705,2.92542113,9.258558021,326.3117595,448.3524575,558.2292406,5.506114198,25.65650319,61.54834556,0.701026365,4.612779072,9.501494292,834,2883,9713,67,5,6538661,4.866613886,0.069660838,89.99038408,77.89653738,No
6251,1938,87,Self-Consolidating,Truss,39.84480594,0.441354116,118.3233399,10,356.4033798,30.30262713,64.42464975,-25.6213877,21.32416641,49.09574684,15.48192952,46.19752181,79.38720607,2.781324147,18.92797581,38.59395729,90.4294312,3.388246353,10.08043871,35.21349183,0.346883228,1.657413741,6.317235196,339.5093716,424.6702483,565.9265753,7.603566897,32.79297107,172.5152866,0.166910653,4.479066109,7.544470073,691,1648,9382,34,13,5727254,9.775588112,2.851242056,94.53843207,92.44096339,No
